annotator,item_id,text,feature_six,agreed_feature_six
20,763,"über 1 million immigranten, der hohe strompreis, lebensmittel werden teurer - Die immense summe von immigranten verursacht kosten, der wegfall des russischen gases kostet viel und der laufende wandel bei stromerzeugung und transport ist sehr teuer. - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Migration', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,763,"über 1 million immigranten, der hohe strompreis, lebensmittel werden teurer - Die immense summe von immigranten verursacht kosten, der wegfall des russischen gases kostet viel und der laufende wandel bei stromerzeugung und transport ist sehr teuer. - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Lieferkettenprobleme', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Staatsausgaben', (), 'Inflation')}",
20,764,"Durch die politik - Politik
Alles wird teuer  - inflation.","{('Politisches Missmanagement', (), 'Inflation')}",
21,764,"Durch die politik - Politik
Alles wird teuer  - inflation.","{('Politisches Missmanagement', (), 'Inflation')}",
20,765,Klimawandel  - Ich weiß es nicht genau  - inflation.,"{('Klimawandel', (), 'Inflation')}",
21,765,Klimawandel  - Ich weiß es nicht genau  - inflation.,"{('Klimawandel', (), 'Inflation')}",
20,766,"Nach Korona, Krieg Russland - Alle Lände eigentlich haben diese Problem, also ich glaube wird die Inflation mehr sein zu mendinst in den nächsten Jahre - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
21,766,"Nach Korona, Krieg Russland - Alle Lände eigentlich haben diese Problem, also ich glaube wird die Inflation mehr sein zu mendinst in den nächsten Jahre - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
20,768,Krieg - Ehrlich gesagt habe ich keine Ahnung.  Man hört es immer wieder von anderen Personen - inflation.,"{('Krieg', (), 'Inflation')}",
21,768,Krieg - Ehrlich gesagt habe ich keine Ahnung.  Man hört es immer wieder von anderen Personen - inflation.,"{('Krieg', (), 'Inflation')}",
20,769,"Politik, Corona - Weiß nicht  - inflation.","{('Pandemie', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,769,"Politik, Corona - Weiß nicht  - inflation.","{('Pandemie', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,770,"Energie erhöht , Produktionskosten , Inflation  - Weil die Kosten gestiegen sind  - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,770,"Energie erhöht , Produktionskosten , Inflation  - Weil die Kosten gestiegen sind  - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Inflation', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,771,"Umwelt, Nachhaltigkeit, 'Entscheidungen - Besonders bei der täglichen Umsetzung ist es rasend schnell dass etwas sich ändert. - inflation.","{('Klimawandel', (), 'Inflation')}",
21,771,"Umwelt, Nachhaltigkeit, 'Entscheidungen - Besonders bei der täglichen Umsetzung ist es rasend schnell dass etwas sich ändert. - inflation.","{('Klimawandel', (), 'Inflation')}",
20,772,"Migration , Ukraine Krieg , Schlechte Bundesregierung , Falsche Besteuerung ,  Steuergeld Verschwendung  - Zu viel Steuergelder verschwendet z.b. radwege in Peru. Bürgergeld an Migranten zu hoch. ""Entwicklungshilfe"" nicht mehr nötig  - inflation.","{('Krieg', (), 'Inflation'), ('Staatsausgaben', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,772,"Migration , Ukraine Krieg , Schlechte Bundesregierung , Falsche Besteuerung ,  Steuergeld Verschwendung  - Zu viel Steuergelder verschwendet z.b. radwege in Peru. Bürgergeld an Migranten zu hoch. ""Entwicklungshilfe"" nicht mehr nötig  - inflation.","{('Steuererhöhungen', (), 'Inflation'), ('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
20,773,"Krieg in der Ukraine , Corona , Schlechte wirtschaftliche Bedingungen  - Die Faktoren sind miteinander vernetzt. - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
21,773,"Krieg in der Ukraine , Corona , Schlechte wirtschaftliche Bedingungen  - Die Faktoren sind miteinander vernetzt. - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
20,776,"energiepreise, ampelregierung, kinderbuchautor roland habeck - aufgrund gestiegener energiepreise, stteigen die verbraucherpreise. die erzeuger wollen gewinne mit ihren produkten erzielen. - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Preistreiberei', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,776,"energiepreise, ampelregierung, kinderbuchautor roland habeck - aufgrund gestiegener energiepreise, stteigen die verbraucherpreise. die erzeuger wollen gewinne mit ihren produkten erzielen. - inflation.","{('Angebot (Rest)', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,777,"Kriege, Hohe Energiepreise, Hohe Lebensmittelpreise, Hohes Zinsniveau - Sie sind insgesamt kummulativ zu sehen. Es betrifft die meisten Haushalte. Als ""kleiner"" Mann hat man wenig bis gar keinen Einfluss. - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')}",
21,777,"Kriege, Hohe Energiepreise, Hohe Lebensmittelpreise, Hohes Zinsniveau - Sie sind insgesamt kummulativ zu sehen. Es betrifft die meisten Haushalte. Als ""kleiner"" Mann hat man wenig bis gar keinen Einfluss. - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')}",
20,778,"Gier nach Geld, Evtl erhöhte Stromkosten  - Ein Unternehmen macht zb 1 Millionen Gewinn im Jahr. 
Im darauffolgenden Jahr verdoppelt sich dieser Gewinn. 
Wenn ein Unternehmen so viel Gewinn machen kann, ist es unnötig und Geldgierig.  - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
21,778,"Gier nach Geld, Evtl erhöhte Stromkosten  - Ein Unternehmen macht zb 1 Millionen Gewinn im Jahr. 
Im darauffolgenden Jahr verdoppelt sich dieser Gewinn. 
Wenn ein Unternehmen so viel Gewinn machen kann, ist es unnötig und Geldgierig.  - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
20,779,"Kriegen, Ukraine, USA, russia, Scholz - Die sind alle zusamen geschaft und desergen hat alles explodiert nach plan - inflation.","{('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,779,"Kriegen, Ukraine, USA, russia, Scholz - Die sind alle zusamen geschaft und desergen hat alles explodiert nach plan - inflation.","{('Krieg', (), 'Inflation'), ('Geopolitik', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,781,"Ukrainekrieg, Erhöhte Gas und Ölpreis , Energiepreise  - Durch ausbleibende Lieferungen und Sanktionen steigen Preise. Russland will Europa schwächen, insbesondere die Energiewende torpedieren. Je erfolgreicher die Abkehr von fossilen Energien, desto schlechter ist das für Russland  - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation')}",
21,781,"Ukrainekrieg, Erhöhte Gas und Ölpreis , Energiepreise  - Durch ausbleibende Lieferungen und Sanktionen steigen Preise. Russland will Europa schwächen, insbesondere die Energiewende torpedieren. Je erfolgreicher die Abkehr von fossilen Energien, desto schlechter ist das für Russland  - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,783,"Ukrainekrieg, Sanktionen, Energiepreise - instabile Lage durch den Ukrainekrieg in Verbindung mit den Russlandsanktionen und die ausbleibende Energieversorgung durch Russland - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation')}",
21,783,"Ukrainekrieg, Sanktionen, Energiepreise - instabile Lage durch den Ukrainekrieg in Verbindung mit den Russlandsanktionen und die ausbleibende Energieversorgung durch Russland - inflation.","{('Hohe Energiepreise', (), 'Inflation')}",
20,785,Krieg  - Keine Angabe - inflation.,"{('Krieg', (), 'Inflation')}",
21,785,Krieg  - Keine Angabe - inflation.,"{('Krieg', (), 'Inflation')}",
20,787,"lebensmittel, energie, belatung krieg in der uraine - krieg rostoff knappheit - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,787,"lebensmittel, energie, belatung krieg in der uraine - krieg rostoff knappheit - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,789,"Teuer werdene Grundstoffe , Teuer werdene produktionskosten - Wenn Rohstoffe und Produktion teurer werden ist das Endprodukt teurer - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
21,789,"Teuer werdene Grundstoffe , Teuer werdene produktionskosten - Wenn Rohstoffe und Produktion teurer werden ist das Endprodukt teurer - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
20,790,"Corona Krise, damit verbundenen Warendefiziet, Steigende Löhne, Steigende Produktionskosten, Strom etc. - In einem Kreislauf
Durch steigende Löhne (oftmals Gewerkschaftlich) müssen die produzierenden Unternehmen die Waren verteuern.
Um die gesitegenen Waren einzukaufen, braucht der Konsument mehr Lohn. - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,790,"Corona Krise, damit verbundenen Warendefiziet, Steigende Löhne, Steigende Produktionskosten, Strom etc. - In einem Kreislauf
Durch steigende Löhne (oftmals Gewerkschaftlich) müssen die produzierenden Unternehmen die Waren verteuern.
Um die gesitegenen Waren einzukaufen, braucht der Konsument mehr Lohn. - inflation.","{('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,791,"Corona, Handelskrieg - Schlechterer Import - inflation.","{('Pandemie', (), 'Inflation'), ('Geopolitik', (), 'Inflation')}",
21,791,"Corona, Handelskrieg - Schlechterer Import - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Inflation')}",
20,792,"Weniger Geld für essen trinken , Unterhaltung Freizeit , Urlaub  - Alles ist teure geworden 
Laden meisten Insolvenz  - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
21,792,"Weniger Geld für essen trinken , Unterhaltung Freizeit , Urlaub  - Alles ist teure geworden 
Laden meisten Insolvenz  - inflation.","{('Ökonomische Krise', (), 'Inflation')}",
20,794,"Ukrainekrieg, unverantwortliche Geldgier einiger weniger Handelnden, Klimawandel, Nachwirkungen von Corona, Bürokratie - Damit kommt es zu Preissteigerungen, die vom Verbraucher als merkbaren Inflation spürbar sind. - inflation.","{('Klimawandel', (), 'Inflation'), ('Preistreiberei', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
21,794,"Ukrainekrieg, unverantwortliche Geldgier einiger weniger Handelnden, Klimawandel, Nachwirkungen von Corona, Bürokratie - Damit kommt es zu Preissteigerungen, die vom Verbraucher als merkbaren Inflation spürbar sind. - inflation.","{('Klimawandel', (), 'Inflation'), ('Preistreiberei', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
20,795,verteuerung von materalien und stromkosten - höhere kosten werden auf verbraucher umgeschlagen - inflation.,"{('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,795,verteuerung von materalien und stromkosten - höhere kosten werden auf verbraucher umgeschlagen - inflation.,"{('Inflation', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,796,"Energiekosten, hohe Milchpreise - Die Inflationsrate ergibt sich zu einem gewissen Teil aus dem auf dem Markt gestiegenen Rohstoffreisen , der Vorgaben der EZB- aber im wesentliche durch die Gier der Produzenten - inflation.","{('Preistreiberei', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Lebensmittelpreise', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')}",
21,796,"Energiekosten, hohe Milchpreise - Die Inflationsrate ergibt sich zu einem gewissen Teil aus dem auf dem Markt gestiegenen Rohstoffreisen , der Vorgaben der EZB- aber im wesentliche durch die Gier der Produzenten - inflation.","{('Preistreiberei', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Lebensmittelpreise', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')}",
20,797,"Energiepreise, Nahrungsmittelpreise - Beispielsweise führten geopolitische Spannungen und der Krieg in der Ukraine zu höheren Energiepreisen, was wiederum Produktionskosten und somit Nahrungsmittelpreise ansteigen ließ. - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,797,"Energiepreise, Nahrungsmittelpreise - Beispielsweise führten geopolitische Spannungen und der Krieg in der Ukraine zu höheren Energiepreisen, was wiederum Produktionskosten und somit Nahrungsmittelpreise ansteigen ließ. - inflation.","{('Lebensmittelpreise', (), 'Inflation')}",
20,798,"Krieg, Erhöhung Mindestlohn, Rohstoffknappheit, Corona - Durch bestehende Kriege entstehen Rohstoff und Lieferengpässe. Auch Personalsituation während Corona äußerst schwierig. Erhöhung des Mindestlohns erhöht die Preise in allen Bereichen  - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,798,"Krieg, Erhöhung Mindestlohn, Rohstoffknappheit, Corona - Durch bestehende Kriege entstehen Rohstoff und Lieferengpässe. Auch Personalsituation während Corona äußerst schwierig. Erhöhung des Mindestlohns erhöht die Preise in allen Bereichen  - inflation.","{('Löhne', (), 'Inflation'), ('Arbeitskräftemangel', (), 'Inflation')}",
20,799,Krieg - Der kriegt macht die Inflation höher  - inflation.,"{('Krieg', (), 'Inflation')}",
21,799,Krieg - Der kriegt macht die Inflation höher  - inflation.,"{('Krieg', (), 'Inflation')}",
20,800,"Corona , Ukraine-Krieg , Hohe Kosten für die Unternehmen  - Ich glaube, der größte Punkt sind die zu hohen Energiekosten.  - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
21,800,"Corona , Ukraine-Krieg , Hohe Kosten für die Unternehmen  - Ich glaube, der größte Punkt sind die zu hohen Energiekosten.  - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,801,"Schlechte Politik , Euro ist zu teuer  - Weil die Politik uns kaputt macht  - inflation.","{('Politisches Missmanagement', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')}",
21,801,"Schlechte Politik , Euro ist zu teuer  - Weil die Politik uns kaputt macht  - inflation.","{('Wechselkurse', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,804,"Höher Produktionskosten, Höhere Rohstoffepreise - Alles wird insgesamt teurer  - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
21,804,"Höher Produktionskosten, Höhere Rohstoffepreise - Alles wird insgesamt teurer  - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
20,805,"Krieg, Schulden - Damit kommen wir zur Inflation. Hinzu kommt noch der unbezahlbar wohnungsmarkt - inflation.","{('Hohe Staatsschulden', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Wohnraum', (), 'Inflation')}",
21,805,"Krieg, Schulden - Damit kommen wir zur Inflation. Hinzu kommt noch der unbezahlbar wohnungsmarkt - inflation.","{('Krieg', (), 'Inflation'), ('Staatsausgaben', (), 'Inflation'), ('Wohnraum', (), 'Inflation')}",
20,806,"Krieg, Gier - Als alles durch den Krieg usw teurer wurde, wurde bemerkt, das Kunden höhere Preise in kauf nehmen. - inflation.","{('Krieg', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
21,806,"Krieg, Gier - Als alles durch den Krieg usw teurer wurde, wurde bemerkt, das Kunden höhere Preise in kauf nehmen. - inflation.","{('Preistreiberei', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,807,"Aufgrund Angebotsknappheit, Mehr Arbeitsplätze und höherer Lohn  - Ich weis nicht wie die beiden zusammen hängen  - inflation.","{('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,807,"Aufgrund Angebotsknappheit, Mehr Arbeitsplätze und höherer Lohn  - Ich weis nicht wie die beiden zusammen hängen  - inflation.","{('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,808,schwache Wirtschaft - hohe Energiekosten - inflation.,"{('Ökonomische Krise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,808,schwache Wirtschaft - hohe Energiekosten - inflation.,"{('Ökonomische Krise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,809,"Krieg in der Ukraine , Falsch geführte Politik , Wirtschaftliche Unsicherheit  - Ich denke das hängt zusammen, wenn es in der Wirtschaft nicht stimmt dann geht die Rate hoch wenn aber alles ok ist dann geht sie runter - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,809,"Krieg in der Ukraine , Falsch geführte Politik , Wirtschaftliche Unsicherheit  - Ich denke das hängt zusammen, wenn es in der Wirtschaft nicht stimmt dann geht die Rate hoch wenn aber alles ok ist dann geht sie runter - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,810,"Teuere Energie, Teuere Nahrungsmittel, Steigende Preise  - Eng miteinander verbunden  - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,810,"Teuere Energie, Teuere Nahrungsmittel, Steigende Preise  - Eng miteinander verbunden  - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,812,"Energiekosten, steigender Mindestlohn - schlechte Politik - inflation.","{('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,812,"Energiekosten, steigender Mindestlohn - schlechte Politik - inflation.","{('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,814,"Kriege , Sanktionen , Wirtschaft - Länder verhängen auf Grund von kriegen (zb ukrainekrieg) Sanktionen gegen andere Länder (Russland). Somit leidet unsere Wirtschaft (Exporte) und unsere Preise steigen an - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
21,814,"Kriege , Sanktionen , Wirtschaft - Länder verhängen auf Grund von kriegen (zb ukrainekrieg) Sanktionen gegen andere Länder (Russland). Somit leidet unsere Wirtschaft (Exporte) und unsere Preise steigen an - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
20,815,"Überwiegend Energiepreise, Lebensmittelpreise, Bisherige minimale Lohnanstiege - Kriege in der Ukraine, und nachher auch in Gaza. Übertriebene Spekulationen an den Börsen der Energiemarkt für Öl und Gas. - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,815,"Überwiegend Energiepreise, Lebensmittelpreise, Bisherige minimale Lohnanstiege - Kriege in der Ukraine, und nachher auch in Gaza. Übertriebene Spekulationen an den Börsen der Energiemarkt für Öl und Gas. - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,816,Betrug - Das die betrugsrate stieg. Die Prozente haben sich deutlich verändert. Preise sind teurer  - inflation.,"{('Preistreiberei', (), 'Inflation')}",
21,816,Betrug - Das die betrugsrate stieg. Die Prozente haben sich deutlich verändert. Preise sind teurer  - inflation.,"{('Angebot (Rest)', (), 'Inflation')}",
20,817,"Energie Haushalt, gestiegene Energiekosten, In der Vergangenheit gemachte Fehler, der Politik, Wirtschaft, Bankenwesen, Finanz Politik, Ungerechte Verteilung des Sozial-Ökonomischen Besitzes - Es ist natürlich alles miteinander Verwoben und gegenseitig abhängig, so dass es natürlich auch an den gesellschaftlichen Gegebenheiten der einzelnen Gesellschaftsgruppen abhängig ist, wer an der Gestaltung der Sozialen und Wirtschaftlichen Gesetzgebung maßgeblich beteiligt ist. - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,817,"Energie Haushalt, gestiegene Energiekosten, In der Vergangenheit gemachte Fehler, der Politik, Wirtschaft, Bankenwesen, Finanz Politik, Ungerechte Verteilung des Sozial-Ökonomischen Besitzes - Es ist natürlich alles miteinander Verwoben und gegenseitig abhängig, so dass es natürlich auch an den gesellschaftlichen Gegebenheiten der einzelnen Gesellschaftsgruppen abhängig ist, wer an der Gestaltung der Sozialen und Wirtschaftlichen Gesetzgebung maßgeblich beteiligt ist. - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')}",
20,818,"hohe Energiekosten wegen ""Ukraine usw."", verkorkste Wirtschaftspolitik, Klimawahn und dessen negative Auswirkungen - Und Jetzt? Denk ich an Deutschland in der Nacht, so bin ich um den Schlaf gebracht! - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,818,"hohe Energiekosten wegen ""Ukraine usw."", verkorkste Wirtschaftspolitik, Klimawahn und dessen negative Auswirkungen - Und Jetzt? Denk ich an Deutschland in der Nacht, so bin ich um den Schlaf gebracht! - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,819,"Höhere Energiepreise , Pricegouching von Unternehmen , Höhere Kosten für Rohstoffe, Disruptive Lieferketten  - Durch den Russlandkrieg gibt es weniger günstige Rohstoffe, dadurch steigen die Einkaufskosten für Energie. Lieferketten werden durch viele Faktoren unzuverlässiger, unter anderem auch durch Krisen im Yemen und den wirtschaftlichen Schwierigkeiten Chinas . - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Preistreiberei', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,819,"Höhere Energiepreise , Pricegouching von Unternehmen , Höhere Kosten für Rohstoffe, Disruptive Lieferketten  - Durch den Russlandkrieg gibt es weniger günstige Rohstoffe, dadurch steigen die Einkaufskosten für Energie. Lieferketten werden durch viele Faktoren unzuverlässiger, unter anderem auch durch Krisen im Yemen und den wirtschaftlichen Schwierigkeiten Chinas . - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
20,820,"Energiekosten, Arbeitskosten - Energiekosten wie z.B. Strombedarf Gas werden an die Verbraucher per Aufpreis weitergegeben.  - inflation.","{('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,820,"Energiekosten, Arbeitskosten - Energiekosten wie z.B. Strombedarf Gas werden an die Verbraucher per Aufpreis weitergegeben.  - inflation.","{('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,821,"Ukraine  - Mehr Ausgaben zur Unterschrift der Ukraine, Sanktionen gegen Russland - inflation.","{('Geopolitik', (), 'Inflation'), ('Staatsausgaben', (), 'Inflation')}",
21,821,"Ukraine  - Mehr Ausgaben zur Unterschrift der Ukraine, Sanktionen gegen Russland - inflation.","{('Geopolitik', (), 'Inflation')}",
20,822,"Ukraine krieg, Corona  - Also Corona begann würde gehamstert. Die neu Beschaffung dauerte länger und die Unternehmer müssten draufzahlen. Dann fing der Ukraine Krieg an und alles fingen wieder an zu hamstern.  - inflation.","{('Nachfrage (Rest)', (), 'Inflation')}",
21,822,"Ukraine krieg, Corona  - Also Corona begann würde gehamstert. Die neu Beschaffung dauerte länger und die Unternehmer müssten draufzahlen. Dann fing der Ukraine Krieg an und alles fingen wieder an zu hamstern.  - inflation.","{('Nachfrage (Rest)', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,823,"Gier der Hersteller von Lebensmitteln, man schlägt Kapital aus künstlichen VErknappungen - Ein Block Käse, der normalerweise knapp 3 Euro kostete, kostet plötzlich 5 Euro. - inflation.","{('Lebensmittelpreise', (), 'Inflation')}",
21,823,"Gier der Hersteller von Lebensmitteln, man schlägt Kapital aus künstlichen VErknappungen - Ein Block Käse, der normalerweise knapp 3 Euro kostete, kostet plötzlich 5 Euro. - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,825,"Corona , Krieg - Das eine folgt auf das andere.
Corona hat die Wirtschaft runtergekurbelt.
Der Krieg auch zu 80% - inflation.","{('Ökonomische Krise', (), 'Inflation')}",
21,825,"Corona , Krieg - Das eine folgt auf das andere.
Corona hat die Wirtschaft runtergekurbelt.
Der Krieg auch zu 80% - inflation.","{('Ökonomische Krise', (), 'Inflation')}",
20,826,"Krieg Ukraine , Pandemie   - Energie ist teuer und die Produktion  wird teuer.Hiermit steigt der Preis  - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
21,826,"Krieg Ukraine , Pandemie   - Energie ist teuer und die Produktion  wird teuer.Hiermit steigt der Preis  - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,827,"Krieg in der Ukraine, Gas - Gas ist teurer geworden  - inflation.","{('Hohe Energiepreise', (), 'Inflation')}",
21,827,"Krieg in der Ukraine, Gas - Gas ist teurer geworden  - inflation.","{('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,830,"Krieg in der Ukraine , Höhere Löhne, Corona  - Produktionskosten, Lieferanten  - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,830,"Krieg in der Ukraine , Höhere Löhne, Corona  - Produktionskosten, Lieferanten  - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,831,"Krieg - We na i i get Versorgung der Energie Öl, Benzin Getreide  - inflation.","{('Hohe Energiepreise', (), 'Inflation')}",
21,831,"Krieg - We na i i get Versorgung der Energie Öl, Benzin Getreide  - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,832,"Pandemie - Kurzzeitarbeit,  Verlust von arbeitsplätzen,  Senkung der Kaufkraft - inflation.","{('Nachfrage (Rest)', (), 'Inflation')}",
21,832,"Pandemie - Kurzzeitarbeit,  Verlust von arbeitsplätzen,  Senkung der Kaufkraft - inflation.","{('Pandemie', (), 'Inflation'), ('Inflation', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,833,"Zueanderer, Zuwanderer - Zuwanderer - inflation.","{('Migration', (), 'Inflation')}",
