inner_id,text,annotator_20,annotator_21
741,"Kriege , Inflation , Politische Entscheidungen , Corona  - Kriege, weltwirtschaftliche Ursachen, politische Fehlentscheidungen, fehlenden Investitionen - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
742,"Preissteigerungen in folge des Ukraine Krieg, hoher Anstieg der Energiepreise, Anstieg der Lebensmittelpreise wg. schlechter Ernte - Schließung der Gasversorgung von Russland, Gas aus den nordischen Ländern teurer wegen schlechtem Klimapolitik gab es Unwetter oder Trockenheitbzw. schlechte Ernten. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
743,"Schlechte Politik der Regierung in den Feldern Energie, Wirtschaft, Infrastruktur, Wohnungsbau, Zu hohe Ausgabenpolitik der Regierung ohne Prioritätensetzung, Stichwort: Fahrradwege in Peru, Die Unterstützungsleistungen (sinnvoll) z.B. für die Ukraine, Kein Bürokratieabbau, keine Verschlankung des Staatsapparates, Bürgergeld statt Leistungsforderung, Migrationskosten und den Folgen unkontrollierter. Eineanderung für das Gesundheitswesen, für die Sicherheit, für die Schulen (Bildung) etc. - Damit ist auch die Konkurrenzfähigkeit Deutschlands im weltweiten Ranking deutlich gesunken, quasi mit der Prognose eines Nullwachstums. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
744,"Steuergeldverschwendung, Zu hohes Bürgergeld, Schlechte Löhne, Hohe Steuern, Arbeitsplatzabbau - Es wird behauptet, es wäre wegen dem Krieg, aber die Regierung verschwendet seit Jahren die Steuergelder und bestraft die, die Arbeiten gehen mit Höhen Steuern. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
745,"Krieg, Schwach wirtschaft - Ich denke es ist der Krieg der uns in die Inflation treibt. Aber auch die Politik und die schwache Wirtschaft die sie veranlassen  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
746,politische fehlentscheidungen - höhere energiepreise ubd daurch höhere erzeugerpreise - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
747,"Energiepreise , CO 2 Besteuerung , Gewinnmaximierung der Großkonzerne  - Das ganze System ist ineinander verflochten.
Die ganze misere beruht auf der Unfähigkeit der derzeitigen Bundesregierung .
Dazu kommen noch Gängeleien und völlig fehlgeleitete und unnötige Gesetze aus Brüssel! - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
748,"Ukraine Krieg , Zuwanderung  - Lieferproblem, Ausfall des Ertrags  - inflation.",Gründe der Inflation,Gründe der Inflation
749,"Grüne Politik , Energiekosten , Krieg in Ukraine  - Viel Geld wird für unnötige Dinge verschleudert und für wichtige Dinge ist kein Geld mehr. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
750,"Einwohnerzahl gestiegen, Preise wurden teurer verdienst blieb gleich , Zu hohe Steuern  - Alle diese Antworten hängen miteinander zusammen.  - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
753,"3, 5 - 1 - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
754,"Strompreise , Anhebung des Mindestlohnes - das eine durch die Abschaltung der akws. und das andere durch die vernichtung des Billiglohnsektors - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
755,"Pandemie/Covid - Aufgrund des weltweiten Lockdowns kam es zu Produktions- und Lieferengpässen vieler Waren und Dienstleistungen, was die Preise in die Höhe getrieben hat. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
756,"Energiekriese, Ukrainekrieg, Corona, Wirtschaftsabschwung - In dieser Zeit hat auch die Kaufkraft nachgelassen, was zu Einbußen im Einzelhandel und in der Wirtschaft allgemein beigetragen hat. - inflation.",MISSING,kausales Inflationsnarrativ
757,"Steigende Energiepreise, ukraine Krieg - Alles hängt miteineander zusammen und beeinflusst die Inflation - inflation.",MISSING,Gründe der Inflation
758,"Spritpreise, Energiepreise , Krieg in der Ukraine  - Weiß nicht  - inflation.",Gründe der Inflation,Gründe der Inflation
759,"Ukraine-Krieg, Hohe Lebensmittelpreise - Tragen beide dazu bei - inflation.",Gründe der Inflation,Gründe der Inflation
760,Zu viel Schulden  - Schlechte politische Entwicklung  - inflation.,Gründe der Inflation,Gründe der Inflation
761,"Energiekosten, Personalkosten, Rohstoffe, Steuerbelastung - Inflation ist abhängig von den steigenden Kosten der Hersteller für ihre Produkte. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
762,Viele Flüchtlinge - Keine Ahnung - inflation.,Gründe der Inflation,Gründe der Inflation
763,"über 1 million immigranten, der hohe strompreis, lebensmittel werden teurer - Die immense summe von immigranten verursacht kosten, der wegfall des russischen gases kostet viel und der laufende wandel bei stromerzeugung und transport ist sehr teuer. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
764,"Durch die politik - Politik
Alles wird teuer  - inflation.",Gründe der Inflation,Gründe der Inflation
765,Klimawandel  - Ich weiß es nicht genau  - inflation.,Gründe der Inflation,Gründe der Inflation
766,"Nach Korona, Krieg Russland - Alle Lände eigentlich haben diese Problem, also ich glaube wird die Inflation mehr sein zu mendinst in den nächsten Jahre - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
767,"Preise, Verdienst , Kosten  - Je höher die Preise desto höher ist Inflation bei gleich gebliebenen Lohnen  - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
768,Krieg - Ehrlich gesagt habe ich keine Ahnung.  Man hört es immer wieder von anderen Personen - inflation.,Gründe der Inflation,Gründe der Inflation
769,"Politik, Corona - Weiß nicht  - inflation.",Gründe der Inflation,Gründe der Inflation
770,"Energie erhöht , Produktionskosten , Inflation  - Weil die Kosten gestiegen sind  - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
771,"Umwelt, Nachhaltigkeit, 'Entscheidungen - Besonders bei der täglichen Umsetzung ist es rasend schnell dass etwas sich ändert. - inflation.",Gründe der Inflation,Gründe der Inflation
772,"Migration , Ukraine Krieg , Schlechte Bundesregierung , Falsche Besteuerung ,  Steuergeld Verschwendung  - Zu viel Steuergelder verschwendet z.b. radwege in Peru. Bürgergeld an Migranten zu hoch. ""Entwicklungshilfe"" nicht mehr nötig  - inflation.",MISSING,kausales Inflationsnarrativ
773,"Krieg in der Ukraine , Corona , Schlechte wirtschaftliche Bedingungen  - Die Faktoren sind miteinander vernetzt. - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
774,"3, 6, 9, 3, 9 - Finde so ist es gut 
Das ist meine meinung - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
775,"2, 4 - keine ahnung - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
776,"energiepreise, ampelregierung, kinderbuchautor roland habeck - aufgrund gestiegener energiepreise, stteigen die verbraucherpreise. die erzeuger wollen gewinne mit ihren produkten erzielen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
777,"Kriege, Hohe Energiepreise, Hohe Lebensmittelpreise, Hohes Zinsniveau - Sie sind insgesamt kummulativ zu sehen. Es betrifft die meisten Haushalte. Als ""kleiner"" Mann hat man wenig bis gar keinen Einfluss. - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
778,"Gier nach Geld, Evtl erhöhte Stromkosten  - Ein Unternehmen macht zb 1 Millionen Gewinn im Jahr. 
Im darauffolgenden Jahr verdoppelt sich dieser Gewinn. 
Wenn ein Unternehmen so viel Gewinn machen kann, ist es unnötig und Geldgierig.  - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
779,"Kriegen, Ukraine, USA, russia, Scholz - Die sind alle zusamen geschaft und desergen hat alles explodiert nach plan - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
780,Weniger regionales - Ich denke dass das sehr zusammenhängt  - inflation.,Keine sinnvolle Antwort,Gründe der Inflation
781,"Ukrainekrieg, Erhöhte Gas und Ölpreis , Energiepreise  - Durch ausbleibende Lieferungen und Sanktionen steigen Preise. Russland will Europa schwächen, insbesondere die Energiewende torpedieren. Je erfolgreicher die Abkehr von fossilen Energien, desto schlechter ist das für Russland  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
782,möchte ich auch gerne wissen!!! - keine Ahnung - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
783,"Ukrainekrieg, Sanktionen, Energiepreise - instabile Lage durch den Ukrainekrieg in Verbindung mit den Russlandsanktionen und die ausbleibende Energieversorgung durch Russland - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
784,Zuk - Hgfhh - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
785,Krieg  - Keine Angabe - inflation.,Gründe der Inflation,Gründe der Inflation
786,"Cola, Hdg - Likgd - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
787,"lebensmittel, energie, belatung krieg in der uraine - krieg rostoff knappheit - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
788,Keine - Muss gleich bleiben  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
789,"Teuer werdene Grundstoffe , Teuer werdene produktionskosten - Wenn Rohstoffe und Produktion teurer werden ist das Endprodukt teurer - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
790,"Corona Krise, damit verbundenen Warendefiziet, Steigende Löhne, Steigende Produktionskosten, Strom etc. - In einem Kreislauf
Durch steigende Löhne (oftmals Gewerkschaftlich) müssen die produzierenden Unternehmen die Waren verteuern.
Um die gesitegenen Waren einzukaufen, braucht der Konsument mehr Lohn. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
791,"Corona, Handelskrieg - Schlechterer Import - inflation.",Gründe der Inflation,Gründe der Inflation
792,"Weniger Geld für essen trinken , Unterhaltung Freizeit , Urlaub  - Alles ist teure geworden 
Laden meisten Insolvenz  - inflation.",Gründe der Inflation,Gründe der Inflation
793,"Preiserhöhungen , Gestiegene Kosten  - Da die Gehälter nicht stetig steigen bzw. angepasst werden, kommt es zu einer Inflation . - inflation.",Keine sinnvolle Antwort,kausales Inflationsnarrativ
794,"Ukrainekrieg, unverantwortliche Geldgier einiger weniger Handelnden, Klimawandel, Nachwirkungen von Corona, Bürokratie - Damit kommt es zu Preissteigerungen, die vom Verbraucher als merkbaren Inflation spürbar sind. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
795,verteuerung von materalien und stromkosten - höhere kosten werden auf verbraucher umgeschlagen - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
796,"Energiekosten, hohe Milchpreise - Die Inflationsrate ergibt sich zu einem gewissen Teil aus dem auf dem Markt gestiegenen Rohstoffreisen , der Vorgaben der EZB- aber im wesentliche durch die Gier der Produzenten - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
797,"Energiepreise, Nahrungsmittelpreise - Beispielsweise führten geopolitische Spannungen und der Krieg in der Ukraine zu höheren Energiepreisen, was wiederum Produktionskosten und somit Nahrungsmittelpreise ansteigen ließ. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
798,"Krieg, Erhöhung Mindestlohn, Rohstoffknappheit, Corona - Durch bestehende Kriege entstehen Rohstoff und Lieferengpässe. Auch Personalsituation während Corona äußerst schwierig. Erhöhung des Mindestlohns erhöht die Preise in allen Bereichen  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
799,Krieg - Der kriegt macht die Inflation höher  - inflation.,Gründe der Inflation,kausales Inflationsnarrativ
800,"Corona , Ukraine-Krieg , Hohe Kosten für die Unternehmen  - Ich glaube, der größte Punkt sind die zu hohen Energiekosten.  - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
801,"Schlechte Politik , Euro ist zu teuer  - Weil die Politik uns kaputt macht  - inflation.",Gründe der Inflation,Gründe der Inflation
802,Anstieg der Inflation  - Weiß nicht  - inflation.,Keine sinnvolle Antwort,kausales Inflationsnarrativ
803,"Fggv, Hgggggg, Gggggg, Gggvv - Ggggg - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
804,"Höher Produktionskosten, Höhere Rohstoffepreise - Alles wird insgesamt teurer  - inflation.",Gründe der Inflation,Gründe der Inflation
805,"Krieg, Schulden - Damit kommen wir zur Inflation. Hinzu kommt noch der unbezahlbar wohnungsmarkt - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
806,"Krieg, Gier - Als alles durch den Krieg usw teurer wurde, wurde bemerkt, das Kunden höhere Preise in kauf nehmen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
807,"Aufgrund Angebotsknappheit, Mehr Arbeitsplätze und höherer Lohn  - Ich weis nicht wie die beiden zusammen hängen  - inflation.",Gründe der Inflation,Gründe der Inflation
808,schwache Wirtschaft - hohe Energiekosten - inflation.,kausales Inflationsnarrativ,Gründe der Inflation
809,"Krieg in der Ukraine , Falsch geführte Politik , Wirtschaftliche Unsicherheit  - Ich denke das hängt zusammen, wenn es in der Wirtschaft nicht stimmt dann geht die Rate hoch wenn aber alles ok ist dann geht sie runter - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
810,"Teuere Energie, Teuere Nahrungsmittel, Steigende Preise  - Eng miteinander verbunden  - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
811,supply-side factors - Medium-term inflation expectations over a 5-year horizon have also increased significantly (see figure ). - inflation.,Gründe der Inflation,Keine sinnvolle Antwort
812,"Energiekosten, steigender Mindestlohn - schlechte Politik - inflation.",Gründe der Inflation,Gründe der Inflation
813,"Global factor , Wage control - Additional geopolitical mention and trade dispute insanely contributed to uncertainty and higher cost. - inflation.",kausales Inflationsnarrativ,Keine sinnvolle Antwort
814,"Kriege , Sanktionen , Wirtschaft - Länder verhängen auf Grund von kriegen (zb ukrainekrieg) Sanktionen gegen andere Länder (Russland). Somit leidet unsere Wirtschaft (Exporte) und unsere Preise steigen an - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
815,"Überwiegend Energiepreise, Lebensmittelpreise, Bisherige minimale Lohnanstiege - Kriege in der Ukraine, und nachher auch in Gaza. Übertriebene Spekulationen an den Börsen der Energiemarkt für Öl und Gas. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
816,Betrug - Das die betrugsrate stieg. Die Prozente haben sich deutlich verändert. Preise sind teurer  - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
817,"Energie Haushalt, gestiegene Energiekosten, In der Vergangenheit gemachte Fehler, der Politik, Wirtschaft, Bankenwesen, Finanz Politik, Ungerechte Verteilung des Sozial-Ökonomischen Besitzes - Es ist natürlich alles miteinander Verwoben und gegenseitig abhängig, so dass es natürlich auch an den gesellschaftlichen Gegebenheiten der einzelnen Gesellschaftsgruppen abhängig ist, wer an der Gestaltung der Sozialen und Wirtschaftlichen Gesetzgebung maßgeblich beteiligt ist. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
818,"hohe Energiekosten wegen ""Ukraine usw."", verkorkste Wirtschaftspolitik, Klimawahn und dessen negative Auswirkungen - Und Jetzt? Denk ich an Deutschland in der Nacht, so bin ich um den Schlaf gebracht! - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
819,"Höhere Energiepreise , Pricegouching von Unternehmen , Höhere Kosten für Rohstoffe, Disruptive Lieferketten  - Durch den Russlandkrieg gibt es weniger günstige Rohstoffe, dadurch steigen die Einkaufskosten für Energie. Lieferketten werden durch viele Faktoren unzuverlässiger, unter anderem auch durch Krisen im Yemen und den wirtschaftlichen Schwierigkeiten Chinas . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
820,"Energiekosten, Arbeitskosten - Energiekosten wie z.B. Strombedarf Gas werden an die Verbraucher per Aufpreis weitergegeben.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
821,"Ukraine  - Mehr Ausgaben zur Unterschrift der Ukraine, Sanktionen gegen Russland - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
822,"Ukraine krieg, Corona  - Also Corona begann würde gehamstert. Die neu Beschaffung dauerte länger und die Unternehmer müssten draufzahlen. Dann fing der Ukraine Krieg an und alles fingen wieder an zu hamstern.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
823,"Gier der Hersteller von Lebensmitteln, man schlägt Kapital aus künstlichen VErknappungen - Ein Block Käse, der normalerweise knapp 3 Euro kostete, kostet plötzlich 5 Euro. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
824,"Gjg, Gjh - Gjbf - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
825,"Corona , Krieg - Das eine folgt auf das andere.
Corona hat die Wirtschaft runtergekurbelt.
Der Krieg auch zu 80% - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
826,"Krieg Ukraine , Pandemie   - Energie ist teuer und die Produktion  wird teuer.Hiermit steigt der Preis  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
827,"Krieg in der Ukraine, Gas - Gas ist teurer geworden  - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
828,3 - Es ist sehr toll und verstehe ich nicjt - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
829,"Geld , Menschen  - Das Geld natürlich was sonst noch der Preis usw die kostet zu zahlen ist  - inflation.",Keine sinnvolle Antwort,kausales Inflationsnarrativ
830,"Krieg in der Ukraine , Höhere Löhne, Corona  - Produktionskosten, Lieferanten  - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
831,"Krieg - We na i i get Versorgung der Energie Öl, Benzin Getreide  - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
832,"Pandemie - Kurzzeitarbeit,  Verlust von arbeitsplätzen,  Senkung der Kaufkraft - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
833,"Zueanderer, Zuwanderer - Zuwanderer - inflation.",Gründe der Inflation,Gründe der Inflation
834,"Hohe Konsumausgaben, Hohe Nachfrage, Krieg in der Ukraine  - Wenn eine hohe Nachfrage nach Gütern besteht, werden die Güter knapp und um mehr zu produzieren benötigt sie zusätzliche Ressourcen. Dadurch steigen die Produktionskosten  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
835,"Wenig Geld , Klima - Ich konnte mir nicht so viel leisten  - inflation.",Gründe der Inflation,Gründe der Inflation
836,"?????, ????? - ????? - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
837,Krieg in der Ukraine - weiß nicht - inflation.,Gründe der Inflation,Gründe der Inflation
838,"Krieg, Corona - Gar nicht  - inflation.",Gründe der Inflation,Gründe der Inflation
839,Ukraine Krieg - Keine Ahnung - inflation.,Gründe der Inflation,Gründe der Inflation
840,Falsche Wirtschaftspolitik durch die Ampel - Wir haben leider keinen Wirtschaftsminister der Rechnen kann und als Märchenonkel besser aufgehoben wäre  - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
841,"Flüchtlinge, Weniger Import/ hoher export, Krieg Ukraine  - Deutschland unterstützt umliegende Länder stark allerdings gilt dies nicht anders herum - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
842,"Corona, Ukraine Krieg, Wirtschaftskriese - Weiß es nicht, mir fallen da keine Zusammenhänge auf. - inflation.",Gründe der Inflation,Gründe der Inflation
843,"Bevölkerungswachstum , Hohe Arbeitslosenquote  - Der Bevölkerungsrückgang und die steigende Arbeitslosenquote führten zu einem erhöhten Konsum und einem deutlichen Rückgang der Produktionsraten  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
844,"Ukraine Krieg, Corona Pandemie - Höhere Gesundheits und Militärkosten, aufgrund der Corona Krisen und dem Ukraine Krieg. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
845,"Arbeitsmarkt , Zinsen , Strom  - Alles im allem führt zur Inflation  - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
846,"Corona Pandemie, Ukraine Krieg, Aktuelle Regierung - Politik muss auf Krisen reagieren - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
847,"Krieg in der Ukraine , Sanktionen gegen Russland, Industrien die Deutschland als Standort aufgeben - Und aufgrund der hohen Energiepreise und anderer Preise ist Deutschland nicht mehr Interessant als Standort. Durch den Krieg in der Ukraine sind die Kosten für Getreide Waren extrem gestiegen da Russland den Export blockiert hatte. Aufgrund des Krieges gibt es Sanktionen gegen Russland wie zum Beispiel gegen Gas und man muss nun Gas aus den USA kaufen. Und aufgrund der hohen Energiepreise und anderer Preise ist Deutschland nicht mehr Interessant als Standort. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
848,"Energiekosten waren höher, die Lebensmittelhändler haben es ausgenutzt, Ukraine Krieg, die Lieferungen kamen spät oder gar nicht - alles hängt zusammen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
849,"Nachwirkungen von Corona, Der Ukraine Krieg, Steigende Energiepreise - Ich denke es sind die Nachwirkungen der Coronajahre dazu der Ukrainekrieg - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
850,"Hohe Energiepreise , Ukraine Krieg, Migration  - Das schlägt sich alles nieder. Das sehe ich nicht durch. Aber durch den Ukraine Krieg haben wir Russland mit Sanktionen belegt und wir wollten kein russisches Gas mehr. Also teuer einkaufen. Atomkraftwerke abgeschaltet, dadurch hohe Energiepreise. Wir kaufen teuer Strom ein. Migration, die hohen Kosten. Das schlägt sich alles nieder. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
851,"Pandemie , Kriegsausbruch Ukraine  - Ukraine ist ein wichtiger Handelspartner für Europa.
Bei der Pandemie wurde auch in Kurzarbeit gegangen um die Pandemie einzudämmen, dadurch weniger Leistung  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
852,Krieg  - Der Krieg hat mit zu der Inflation geführt  - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
853,"unnötige Verteuerung der Energiekosten, gestiegene Löhne, Habgier der Spitzenverdiener - Gestiegene Löhne und Energiekosten werden an die Kunden weitergegeben, aus den Unternehmen wird zuviel abgeschöpft und macht die Spitzenverdiener noch reicher - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
854,"Die sanktionen gegen russland, Die klimaabgaben bzw gesetze dazu - Durch die sanktionen hat sich alles verteuert, genauso durch die abschaltung der atomkraftwerke und in folge dessen zu wenig stromproduktion - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
855,"Corona, Ukraine Krieg - Weiß nicht.
Keine Ahnung.
Evtl. Dummheit der Menschen - inflation.",Gründe der Inflation,Gründe der Inflation
856,"krieg, ausländer - krieg ausländer dad ist zuviel - inflation.",Gründe der Inflation,Gründe der Inflation
857,"Corona, Russischer angriff auf die Ukraine - Die beiden hängen nicht mit einander zusammen der Angriff von Russland auf die Ukraine und der Corona Ausbruch haben nichts miteinander zu tun. - inflation.",Gründe der Inflation,Gründe der Inflation
858,"Xhxhx, Fndj - Chchcu - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
859,"austieg energie, corona, ukraine krieg, einwanderung, mietpreise - durch den austieg der atomkraft sind alle strom pr eise gestiegen und auch der kreig in der  ukraine hat die preise für lebensmittel z.b. weisen erhöhrt. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
860,"Corona, Krieg, Einwanderung , Generationswechsel - Durch den Wandel der Gesellschaft sind neue Probleme der Anpassung hinzugekommen, wo das Land nicht schafft hinterher zu kommen. - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
861,"Energiepreiskrise, Lieferkettenstörungen, Fiskal und Geldpolitik, İnflationära Schock - Lieferkettenstörungen, verstärkt durch die Pandemie, führten zu Engpässen und weiteren Preisanstiegen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
862,"Ukraine Krieg , Corona , Engpässe bei Lieferkette  - Durch den Ukraine Krieg würden Lieferrouren blockiert. Außerdem gab es Engpässe bei der Energieversorgung, was zu Preissteigerungen in allen Bereichen geführt hat. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
863,"Unfähigkeit der Regierung , Hohe Energiepreise , Streit mit Russland und China  - Alles zusammen genommen haben wir uns von der günstigen Energie verabschiedet 
Und das war falsch oder ein langsameren
Übergang  - inflation.",MISSING,Gründe der Inflation
864,"Preise für Nahrungsmittel, Gestiegene Energiekosten - Hauptverantwortlich dafür war die Entwicklung der Erdgaspreise. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
865,"Krieg, Regierung  - Zusammen  - inflation.",Gründe der Inflation,Gründe der Inflation
866,"Krieg, Zuwanderung - Keine ahnung - inflation.",Gründe der Inflation,Gründe der Inflation
867,"Strompreise, Krieg, Transportwege - weiß nicht - inflation.",Gründe der Inflation,Gründe der Inflation
869,"Energie, Lebensmittel - weiß nicht - inflation.",Gründe der Inflation,Gründe der Inflation
870,"energiekosten, arbeitslohn - höhere Löhne werden auf das produkt aufgeschlagen. Auch die Energiekosten müssen weitergegeben werden - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
871,"Lieferketten-Schwierigkeiten, Klima, Heizkosten - privater Konsum und Wirtschaft hängen zusammen - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
872,"Ukraine-Krieg, Gewinnmaximierung der Konzerne - Ursache war der Krieg. Gas wurde viel teurer. an diese Entwicklung haben haben sich Lebensmittelhersteller angehängt. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
873,"steigende Preise, Sinkender Zins - Preis- Leistungsverhältnis - inflation.",Gründe der Inflation,Gründe der Inflation
875,"Höher Ausgaben für innergir, Einreise von Flüchtlingen, Grundnahrung - Keirg Unterstützung Einwanderer kaufen von energie - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
876,"Rohstoffpreise, Strompreise - Die Herstellung von Produkten kosten mehr.  - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
877,1 - es ist gut - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
878,"1038, 10288 - Dreck der mach deutschland kommt - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
879,"lol, eas - lol - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
880,Politik - Meiner meinung nach ist dies nur der politik zu schulde zu führen  - inflation.,Gründe der Inflation,Gründe der Inflation
882,"Energiepreisschock, Lieferkettenprobleme, Geldpolitik, Nachfrageüberhang - Hinzu kam die zuvor expansive Geldpolitik, die bereits zu einer hohen Geldmenge führte und die Inflationsdynamik weiter befeuerte, indem mehr Geld auf ein knappes Angebot traf. . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
883,"Steigende Energiekosten, Höhere Produktionskosten, Finanzielle Ausfälle während Corona Pandemie in der Wirtschaft, Höhere Steuerbelastungen durch Misswirtschaft in der Politik, Versorgungsengpässe durch internationale Krisen und Kriege für die produzierende Wirtschaft  - Weniger Geld zur Verfügung Weniger wird ausgegeben, Aufträge und Anschaffungen werden zurückgehalten, Umsätze sinken. . - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
884,"Warum, bin ich hier in der Schule oder was? Frech, dreist, anmaßend, übergriffig + unverschämt!, Warum, bin ich hier in der Schule oder was? Frech, dreist, anmaßend, übergriffig + unverschämt! - Warum, bin ich hier in der Schule oder was? Frech, dreist, anmaßend, übergriffig + unverschämt! UNGLAUBLICH 🤮💩☠️🥱🤬 - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
885,"Ukraine Russland Krieg , Corona Nachwirkungen - Wegen dem Krieg hat Deutschland Russland sanktioniert und Russland hat nicht Energie wie vorher geliefert  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
886,"Energiepreise, Allgemeine Politik, Ukrainekrieg - Die Energiekosten steigen durch den Ukrainekrieg,und schlechte Politische entscheidungen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
887,Corona - Weiß nicht mehr  - inflation.,Gründe der Inflation,Gründe der Inflation
